经典电影,#genre#
【邵氏】《乾隆下扬州》（1978）,https://free-adsmind.ugdtimg.com/0bc3aiabyaaatqaflhtyk5rfaawddqbaahaa.f10004.mp4
【邵氏】《乾隆皇与三姑娘》（1980）,https://free-adsmind.ugdtimg.com/0bc3taaaaaaamiaozzdwuvrfbggdacmaaaaa.f10003.mp4
【邵氏】《乾隆皇君臣斗》（1982）,https://free-adsmind.ugdtimg.com/0b2ewqaaiaaazaaismidsjrfbngdas2aabaa.f10004.mp4
【邵氏电影系列】飞狐外传,https://free-adsmind.ugdtimg.com/0bc3zqabqaaayeafxzpe4zrfbtgdddgaagaa.f10003.mp4
隐入尘烟,https://free-adsmind.ugdtimg.com/0bc3teaaeaaa4aaondhynvrfbgodakmqaaqa.f10002.mp4
喋血街头,https://free-adsmind.ugdtimg.com/0bf2qyabyaaabuahjpz6ujqfbbwddsdaahaa.f10003.mp4
侠盗高飞,https://free-adsmind.ugdtimg.com/0bf244abuaaarqabvt3ipbqvbz6ddltqagqa.f10002.mp4
铁马骝II之街头杀手,https://free-adsmind.ugdtimg.com/0bf2dyabcaaayuaf2l26jfqvahwdcepaaeia.f10002.mp4
五毒,https://free-adsmind.ugdtimg.com/0bc36eaauaaariahkvopvjrfb4odblyqacqa.f10003.mp4
邵氏电影《七侠五义》,https://free-adsmind.ugdtimg.com/0bf2miabsaaacyainaiavrqvaywddfraagia.f10003.mp4
建国大业,https://free-adsmind.ugdtimg.com/0bc3piabuaaamiad5brzzrrva6wddj5aagqa.f10004.mp4
少年黄飞鸿之铁马骝,https://free-adsmind.ugdtimg.com/0bc3kuabkaaaleacwog3wvrfavodcvkqafia.f10002.mp4
新龙门客栈,https://free-adsmind.ugdtimg.com/0b2eyqaaoaaatmajh7uj45rfbrgda7caabya.f10002.mp4
长津湖之水门桥,https://free-adsmind.ugdtimg.com/0bc3dqaaoaaacuajxmdkmvrfahgda4oaabya.f10002.mp4
锦衣卫,https://free-adsmind.ugdtimg.com/0bf2raaegaaa5qaoxympirqfbcgdioeaaqya.f10003.mp4
赌城大亨之新哥传奇,https://free-adsmind.ugdtimg.com/0b2eziaacaaaeean5tkp7frfbswdahfaaaia.f10003.mp4
赌城大亨II之至尊无敌,https://free-adsmind.ugdtimg.com/0bc3pyaasaaah4aout2p7vrfa7wdbf7aacia.f10003.mp4
私人订制,https://free-adsmind.ugdtimg.com/0bf2sqaawaaakiapsgz3rbqvbfgdbokaacya.f10003.mp4
东方秃鹰,https://free-adsmind.ugdtimg.com/0bc3dyabuaaapqajkec555rfahwddipaagqa.f10002.mp4
我不是药神,https://free-adsmind.ugdtimg.com/0bf2iyabsaaaeaahfmtgpbqvarwddfdaagia.f10002.mp4
红海行动,https://free-adsmind.ugdtimg.com/0bf2deaaeaaac4afghrpffqvagodaimqaaqa.f10003.mp4
黑豹天下,https://free-adsmind.ugdtimg.com/0bf24eabmaaa3iaaavzp7bqvbyodc3qqafqa.f10002.mp4
特警屠龙,https://free-adsmind.ugdtimg.com/0b78fmaacaaa2uahajkujrqvak6daevqaaia.f10002.mp4
无间道1,https://free-adsmind.ugdtimg.com/0b782qaacaaahaaklsk4hfpvbvgdahkaaaia.f10002.mp4
无间道2,https://free-adsmind.ugdtimg.com/0bf26maacaaa5mahxdlvnjpvb46dahzqaaia.f10002.mp4
无间道3,https://free-adsmind.ugdtimg.com/0bf25uaboaaaw4adfzzqazpvb3odc7wqafya.f10002.mp4
九二神雕侠侣,https://free-adsmind.ugdtimg.com/0bc3e4al6aaae4aosclmz5rvaj6dx4tqbpya.f10004.mp4
倩女幽魂,https://free-adsmind.ugdtimg.com/0bc3iaabqaaabeadnz244frfaqgddbaaagaa.f10002.mp4
倩女幽魂第二部,https://free-adsmind.ugdtimg.com/0bc35mabqaaabmapbks45vrfb26dddvqagaa.f10002.mp4
倩女幽魂第三部,https://free-adsmind.ugdtimg.com/0bc3uaaawaaanuacmecd7nrfbigdboqaacya.f10002.mp4
一刀倾城,https://free-adsmind.ugdtimg.com/0b2efiaaeaaageaeokfj2frfakwdaivaaaqa.f10002.mp4
《唐人街探案1》（泰国）,https://free-adsmind.ugdtimg.com/0bf2o4ab4aaa6aab45bvvbqfa56ddz3qahqa.f10003.mp4
《唐人街探案2》（纽约）,https://free-adsmind.ugdtimg.com/0bf2vmaaiaaadeae3bqygjpfbk6dasvqabaa.f10002.mp4
《唐人街探案3》（东京),https://free-adsmind.ugdtimg.com/0bf2y4adkaaaouad6l4nevqfbr6dgxdqania.f10002.mp4
寻龙诀,https://free-adsmind.ugdtimg.com/0bf2baabaaaac4aeon7otnqfacgdcaeaaeaa.f10003.mp4
摸金玦之守护人,https://free-adsmind.ugdtimg.com/0bf2m4aeeaaatuakyhmrkjqfaz6dijtqaqqa.f10002.mp4
鬼吹灯-龙岭迷窟,https://free-adsmind.ugdtimg.com/0b78deaaoaaau4ao2difxjqvagoda4mqabya.f10002.mp4
鬼吹灯-云南虫谷,https://free-adsmind.ugdtimg.com/0bf2l4ackaaan4ad6yahtbqvax6devpqajia.f10002.mp4
鬼吹灯之昆仑神宫2019,https://free-adsmind.ugdtimg.com/0b78liaaqaaaruaf6z7fabpvawwdbbnaacaa.f10002.mp4
鬼吹灯-牧野诡事2金豹子,https://free-adsmind.ugdtimg.com/0bf2c4acuaaa6yakcxahtvqvaf6dfilqakqa.f10002.mp4
鬼吹灯-黄皮子坟,https://free-adsmind.ugdtimg.com/0bf2w4ab6aaajyamg6idvjqvbn6dd63qahya.f10002.mp4
鬼吹灯之湘西密藏2020,https://free-adsmind.ugdtimg.com/0bf2ueaaqaaayqaj3774wvqfbiodbcqqacaa.f10002.mp4
倚天屠龙记 魔教教主,https://free-adsmind.ugdtimg.com/0bf2yqafgaaaz4afdy6xcjqfbrgdkpcaauya.f10002.mp4
笑傲江湖 东方不败风云再起,https://free-adsmind.ugdtimg.com/0bf24qadqaaay4ajhlwppvqfbzgdhdsaaoaa.f10002.mp4
射雕英雄传 东邪西毒,https://free-adsmind.ugdtimg.com/0b78luaawaaafyabpk6njbqfaxodbnoqacya.f10003.mp4
射雕英雄传 东成西就,https://free-adsmind.ugdtimg.com/0bf2yqabgaaareabndpbnjqfbrgdcpcaaeya.f10002.mp4
1984 新飞狐外传,https://free-adsmind.ugdtimg.com/0b78d4aakaaafeapmbxaprqfah6daupqabia.f10004.mp4
新碧血剑,https://free-adsmind.ugdtimg.com/0b78caaaiaaauyaem2ininpvaegdaqiaabaa.f10002.mp4
1981 书剑恩仇录,https://free-adsmind.ugdtimg.com/0bf2zeabgaaazmaobc7anfqfbsodcpeqaeya.f10004.mp4
新天龙八部 天山童姥,https://free-adsmind.ugdtimg.com/0bf2xmabgaaajqabpnxbn5qfbo6dco5qaeya.f10002.mp4
1990 侠客行,https://free-adsmind.ugdtimg.com/0b78hiaakaaa3iaaylxbprqfaowdau5aabia.f10003.mp4
1980 连城诀,https://free-adsmind.ugdtimg.com/0bf22iab2aaacqabjr7bnrqfbuwddxjaahia.f10004.mp4
1997《马永贞》金城武版,https://free-adsmind.ugdtimg.com/0b2ebyaaeaaayiahwykq6vrfadwdaihaaaqa.f10003.mp4
让子弹飞,https://free-adsmind.ugdtimg.com/0b2e4qaacaaaiqabddfhdrrvbzgdahsaaaia.f10002.mp4
经典国产《活着》,https://free-adsmind.ugdtimg.com/0b2emmaboaaaguapughc2brvay6dc5rqafya.f10004.mp4
人在囧途 (2010),https://free-adsmind.ugdtimg.com/0bc3ryabeaaageanulaombrvbdwdckhaaeqa.f10002.mp4
人再囧途之泰囧 (2012),https://free-adsmind.ugdtimg.com/0bc3cqabgaaawqan6vqopvrvafgdcmkaaeya.f10002.mp4
人再囧途之港囧（2015）,https://free-adsmind.ugdtimg.com/0bc3fiabgaaa5mamz4aopzrvakwdcmvaaeya.f10002.mp4
囧妈 (2020),https://free-adsmind.ugdtimg.com/0b2e7qaamaaa4eaoglaonbrvb7gda36aabqa.f10002.mp4
新流星蝴蝶剑,https://free-adsmind.ugdtimg.com/0bf2sqab2aaaoqaebvljivqvbfgddwkaahia.f10002.mp4
五郎八卦棍,https://free-adsmind.ugdtimg.com/0b782iaakaaavuap3hthjrqvbuwdaxjaabia.f10002.mp4
武侠,https://free-adsmind.ugdtimg.com/0bf2quabwaaakeaohp3hibqvbboddocqagya.f10002.mp4
双龙会,https://free-adsmind.ugdtimg.com/0bf2uaaakaaabuafvukuljqvbigdawqaabia.f10003.mp4
十月围城,https://free-adsmind.ugdtimg.com/0bf2xmaakaaahqafmzsui5qvbo6daw5qabia.f10002.mp4
鼠胆龙威,https://free-adsmind.ugdtimg.com/0bf2kqaakaaayaafvosumvqvavgdavkaabia.f10002.mp4
杀破狼,https://free-adsmind.ugdtimg.com/0bf2nqaakaaa3qaekmkujbqva3gdavwaabia.f10002.mp4
杀破狼2,https://free-adsmind.ugdtimg.com/0bf2ruaakaaafeaekskumzqvbdodawgqabia.f10003.mp4
杀破狼.贪狼,https://free-adsmind.ugdtimg.com/0bf2jeaakaaa5eaek32um5qvasodaveqabia.f10003.mp4
上海十三太保,https://free-adsmind.ugdtimg.com/0bf2viaakaaamaaekncujrqvbkwdawvaabia.f10003.mp4
少林寺,https://free-adsmind.ugdtimg.com/0bf2p4aakaaasaaelfcuknqva76dav7qabia.f10002.mp4
特殊身份,https://free-adsmind.ugdtimg.com/0b78d4aacaaafqahgosul5qvah6daepqaaia.f10002.mp4
湄公河行动,https://free-adsmind.ugdtimg.com/0bf27yaacaaawaadvqb7yzqvb7wdah7aaaia.f10003.mp4
龙门飞甲,https://free-adsmind.ugdtimg.com/0bf27aaacaaatyacyrz7wbqvb6gdah4aaaia.f10002.mp4
精武英雄,https://free-adsmind.ugdtimg.com/0bf2miaacaaafman4uj6z5qvaywdafraaaia.f10002.mp4
精武风云·陈真,https://free-adsmind.ugdtimg.com/0bf2jyaacaaanuan5fb62bqvatwdafhaaaia.f10002.mp4
关云长,https://free-adsmind.ugdtimg.com/0b78gqaaaaaa4eamtrz6zrqvangdaa2aaaaa.f10002.mp4
导火线,https://free-adsmind.ugdtimg.com/0b78fuaaaaaalmalbqr6vfqvalodaawqaaaa.f10002.mp4
澳门风云,https://free-adsmind.ugdtimg.com/0bf2faaa2aaa74afvoz5pvqvakgdbuuaadia.f10003.mp4
澳门风云2,https://free-adsmind.ugdtimg.com/0bf22maa2aaa2aafkvz5mjqvbu6dbxjqadia.f10003.mp4
澳门风云3,https://free-adsmind.ugdtimg.com/0bf2giaa4aaadyafmkz5pvqvamwdbyzaadqa.f10003.mp4
流浪地球2,https://free-adsmind.ugdtimg.com/0bc3n4abqaaa7iaczfb2x5sfa36ddbxqagaa.f10002.mp4
中国乒乓之绝地反击,https://free-adsmind.ugdtimg.com/0b2el4aboaaaoyacriauhbsfax6dc5pqafya.f10002.mp4
逃学神探,https://free-adsmind.ugdtimg.com/0b2et4aauaaaeaanql436nrvbh6dbkpqacqa.f10002.mp4
大决战之淮海战役,https://free-adsmind.ugdtimg.com/0b78kiaaeaaat4adorkykjqvauwdajjaaaqa.f10002.mp4
大决战之辽沈战役,https://free-adsmind.ugdtimg.com/0bf2wmaauaaanuad6vcylfqvbm6dbkzqacqa.f10002.mp4
大决战之平津战役,https://free-adsmind.ugdtimg.com/0bf244aawaaa5mad3ocyibqvbz6dbptqacya.f10002.mp4
血战台儿庄,https://free-adsmind.ugdtimg.com/0bf2wiaaaaaauuaksu3nnbpvbmwdaczaaaaa.f10002.mp4
甲方乙方,https://free-adsmind.ugdtimg.com/0b2emuabeaaammacmpo32vrvazodcjsqaeqa.f10002.mp4
风声2009,https://free-adsmind.ugdtimg.com/0b2euyaacaaa2ean4cnfazrvbjwdagtaaaia.f10002.mp4
英雄,https://free-adsmind.ugdtimg.com/0bf2myaaoaaap4ailxwybnpvazwda5taabya.f10002.mp4
焦裕禄,https://free-adsmind.ugdtimg.com/0bc3lyaaaaaa3uahmqw35brfaxwdabpaaaaa.f10002.mp4
天蚕变,https://free-adsmind.ugdtimg.com/0b2ezuaaaaaasyano67htjrfbtodadgqaaaa.f10003.mp4
侠客行,https://free-adsmind.ugdtimg.com/0bc34aaaaaaanaaouetfhzsfbygdadqaaaaa.f10002.mp4
破坏之王,https://alimov2.a.kwimgs.com/upic/2023/02/04/20/BMjAyMzAyMDQyMDQ3NDZfMTQ1NzgzMzI4N185NTQ1MTAyMTAzNV8yXzM=_b_B51d1a6589f53bbebd85774509db12531.mp4
情圣,https://alimov2.a.kwimgs.com/upic/2021/12/28/14/BMjAyMTEyMjgxNDQ5NDVfNDAzMDAxOTlfNjM2Nzg0OTIxNDBfMF8z_b_B28dfe9b393ebb627a242e07836db75a9.mp4
神话,https://alimov2.a.kwimgs.com/upic/2022/05/24/15/BMjAyMjA1MjQxNTM2NDNfNDAzMDAxOTlfNzUxNTgwNzIyMzZfMF8z_b_B7752f80894975f2b5bdb438c76f1e226.mp4
最佳拍档,https://alimov2.a.kwimgs.com/upic/2021/01/22/13/BMjAyMTAxMjIxMzQ2MDdfNjYzODg4MTI1XzQyNzg1NzIxNTk2XzBfMw==_b_B5719412df739dad48d21da9de0e4e673.mp4
精武门李小龙版,https://alimov2.a.kwimgs.com/upic/2022/04/17/20/BMjAyMjA0MTcyMDM3MjVfNjE2NzgxMTQwXzcyMzEyNTMzNzkwXzBfMw==_b_Bc1f73f831b0525d20f66cb2e61747e9a.mp4
战狼,https://alimov2.a.kwimgs.com/upic/2022/04/21/18/BMjAyMjA0MjExODMxMjZfNjE2NzgxMTQwXzcyNTg2NTUzNjAyXzBfMw==_b_B1b9c98c230308552087753df413a78de.mp4
战狼2,http://jsmov2.a.yximgs.com/bs3/video-hls/5195746623713842964_hlsb.m3u8
奇谋妙计五福星,https://txmov2.a.kwimgs.com/upic/2023/01/06/20/BMjAyMzAxMDYyMDUxMzJfNjE2NzgxMTQwXzkyOTIwMDI3NTkyXzBfMw==_b_B4978700b0026d1cd7e54c75330d16103.mp4
Beyond 1991生命演唱会,https://alimov2.a.kwimgs.com/upic/2022/04/28/20/BMjAyMjA0MjgyMDUwMzJfNjE2NzgxMTQwXzczMTI1MTY2MTM3XzBfMw==_b_B1031f8a2951c561d54ad3005d1f3065b.mp4
少年黄飞鸿之铁马骝,https://alimov2.a.kwimgs.com/upic/2022/06/17/20/BMjAyMjA2MTcyMDI1MTlfNjE2NzgxMTQwXzc2OTg2MzExMTg5XzBfMw==_b_Bec93a649a1e422c2478e7e3c6cbbb072.mp4
飞鹰计划,https://txmov2.a.kwimgs.com/upic/2023/01/26/21/BMjAyMzAxMjYyMTA1MDhfNjE2NzgxMTQwXzk0Njg2MDk5ODI1XzBfMw==_b_B9b44ba820eae6f0dea91b4fb95235036.mp4
男儿本色,https://txmov2.a.kwimgs.com/upic/2022/04/21/20/BMjAyMjA0MjEyMDI4MDlfNjE2NzgxMTQwXzcyNTk2OTA3NTQ0XzBfMw==_b_Bdc7c9f0dcce7b2d080bdc1cf46a07143.mp4
杀破狼,https://txmov2.a.kwimgs.com/upic/2022/04/21/19/BMjAyMjA0MjExOTA5MzJfNjE2NzgxMTQwXzcyNTg5NzE1MzQ2XzBfMw==_b_B0e8b48a882f59d4e189ed0e2aa379843.mp4
一个人的武林,https://txmov2.a.kwimgs.com/upic/2022/04/20/19/BMjAyMjA0MjAxOTQyNDhfNjE2NzgxMTQwXzcyNTIwOTU1ODA3XzBfMw==_b_B68e220c3fdf2f09a81fa16462fff899b.mp4
红海行动,https://txmov2.a.kwimgs.com/upic/2022/11/12/10/BMjAyMjExMTIxMDQ4NTZfNDAzMDAxOTlfODg1MjE4NDgwMDhfMF8z_b_B34774b8b02cf460205dcaa5a06eee66b.mp4
鬼打鬼,https://txmov2.a.kwimgs.com/upic/2023/01/20/17/BMjAyMzAxMjAxNzU5NDBfMTQ1NzgzMzI4N185NDA4Nzk4MDYxMV8yXzM=_b_Bb882194091b62f306b3a84ceeaf2f334.mp4
监狱风云,https://txmov2.a.kwimgs.com/upic/2023/01/20/00/BMjAyMzAxMjAwMDI1MDRfMTQ1NzgzMzI4N185NDA0MjI2ODAxN18yXzM=_b_B832d7c635eeb1af33e5163929a56132a.mp4
一眉道人,https://alimov2.a.kwimgs.com/upic/2022/10/26/18/BMjAyMjEwMjYxODU1MjNfMTQ1NzgzMzI4N184NzMwNTMyNjQ3M18yXzM=_b_B50777cffc06d64858c9e69c0fab37f5c.mp4
